transaction_id,customer_id,date,amount,method,status,note
AD3RQWUJUQHE,C101804,10-07-2019,508.72,Card,Success,
WUG0CWIZ5NDD,C102188,08-23-2016,849.36,BACS,failed,auto-retry
0FJSU2L8ALPT,C102019,2016-07-24,396.51,credit,Success,
YBM5BM2J434D,C101191,2019/09/28,408.3,ideal,chargeback,śpec!al
W8WN8OB5PQ2E,C100098,03-08-2025,31.36,ideal,pending,chargeback - disputed
DBGECQGDIYT7,C100000,05-16-2018,390.93,BACS,refunded,śpec!al
1WVBLHWP7EZI,C101615,2021/10/12,130.68,BACS,chargeback,ref: ABC123
NEST7SEUYZUW,C102061,30.01.2022,345.62,unknown,failed,partial
1110E88EDMMD,C100295,03-31-2023,449.12,bank_transfer,Success,chargeback - disputed
TGJOE4LY1NM4,C101258,2023/07/05,527.51,card,Success,
EQK81QT06BD5,C101761,06/07/2024,76.9,bank_transfer,success,chargeback - disputed
WBWGHHH7DCLT,C102000,16/02/2019,"EUR 314,62",cash,refunded,ref: ABC123
CHHOUHO9K2S3,C100257,22.08.2025,232.96,BACS,pending,ref: ABC123
QG9YBGFPHQ4E,C102010,13/08/2021,625.9,credit,chargeback,śpec!al
XWGXLZ3X1JIF,C100879,2016/01/17,392.69,bank_transfer,Success,chargeback - disputed
RD2HEW5FKR48,C102157,27/02/2018,167.69,ideal,success,auto-retry
HK7DV6VJ2GGI,C100092,30/05/2024,227.71,unknown,refunded,śpec!al
PBRM78LXTP2F,C100123,01.04.2016,276.44,cash,Success,auto-retry
TWGBRT5LAM7B,C101240,20231219,179.18,unknown,failed,ref: ABC123
40VMVXI88MLL,C100401,2024-12-01,62.11,BACS,success,auto-retry
F8R0IRL4XYHK,C102122,01.08.2016,434.88,cash,pending,partial
5915I6WTI3TA,C101038,01-27-2025,136.05,unknown,refunded,auto-retry
7L03EHB0DEEE,C100843,2021-06-03,548.68,bank_transfer,chargeback,
GKISXTKX26OK,C101015,31/01/2023,175.15,card,chargeback,ref: ABC123
HOLIODIA3SKA,C101780,2022-08-02,256.12,cash,chargeback,chargeback - disputed
FB7L3LAXBIMV,C101572,15-Feb-2021,505.29,unknown,success,
FZ6G97CA6M6M,C100157,27/04/2020,373.45,cash,refunded,
T31W9D5A5VBW,C100510,08.05.2022,516.98,credit,pending,ref: ABC123
G1C1NX7RBHG3,C100101,09-Nov-2025,537.57,card,failed,partial
X64NNGCL3AME,C100921,14.09.2023,376.09,Card,refunded,
0W2VBOR8WO6X,C101124,01-Aug-2020,117.87,cash,refunded,partial
6KQ55H9LS0FI,C100124,2016/02/07,200.13,card,Success,ref: ABC123
OMT3TW8L081Q,C102103,01-28-2023,"EUR 21,51",cash,success,
ZN341WYS0EEY,C100707,17.02.2019,137.17,BACS,Success,ref: ABC123
5QTTA2QJZ314,C101867,20251229,477.11,card,chargeback,auto-retry
R548SDFNLD9L,C100500,20160413,480.91,cash,Success,śpec!al
H7XET6OAXDQ4,C101291,2018-03-03,"EUR 469,88",BACS,Success,auto-retry
7LZCCFYEUVXJ,C101777,2018-11-23,145.52,unknown,chargeback,
UHO7PSCDRA0M,C101506,2021-01-05,1029.14,BACS,refunded,ref: ABC123
67AE9WHA79VA,C101016,16.05.2020,178.73,credit,refunded,chargeback - disputed
EWKY7A2UO06Z,C101566,06-27-2025,590.11,BACS,Success,
6A31JR49XL0D,C100589,20180119,331.21,cash,Success,chargeback - disputed
N030JL4TNE4G,C100582,20220826,266.19,cash,failed,auto-retry
SAZFPJGN4CQ6,C102025,20180612,492.16,cash,success,
9VR8ES8YVYBN,C100329,15/11/2019,"EUR 335,69",credit,failed,śpec!al
88DWIUEV27UD,C101799,2018-08-19,353.78,cash,failed,ref: ABC123
AYJ0V5XPKRTD,C100410,22/05/2024,260.18,credit,success,partial
XD7MPO333MTH,C100963,19.09.2016,476.76,credit,pending,
7ZCNLU9RP78D,C101328,01-Nov-2020,500.54,bank_transfer,chargeback,auto-retry
XTB0FH8BBNKW,C100627,20250922,1131.53,credit,Success,ref: ABC123
292VDEFCU1KD,C101099,21-Feb-2023,110.6,card,pending,auto-retry
T370YYPCTNJB,C95751,19/04/2024,495.07,bank_transfer,pending,chargeback - disputed
E9HR113G5IBB,C100457,25/07/2025,539.39,bank_transfer,success,partial
4FE623CUBLPG,C102190,07-07-2021,93.66,Card,failed,chargeback - disputed
Q43BE9MJZMLU,C100488,20.02.2018,898.13,bank_transfer,pending,
X0Z25YTYTFTW,C100642,07-Mar-2019,76.39,unknown,success,śpec!al
78PUNMU0HBEB,C100960,2016/01/15,1153.83,ideal,refunded,partial
615OKOMXD145,C100522,2020-02-02,278.43,unknown,Success,śpec!al
1FXZZZ1C0QCH,C101945,19.01.2022,256.54,card,Success,chargeback - disputed
P2IB5IL6UZ4E,C101662,12-Jul-2017,1035.24,ideal,Success,chargeback - disputed
ML0XZY0YXF64,C100902,20/07/2023,180.45,Card,pending,partial
CNZZA5SJ3GFB,C101276,05-03-2018,443.22,Card,refunded,chargeback - disputed
WS661KN49LCO,C102010,2024-09-21,550.24,cash,pending,auto-retry
R7L13ESLS1CO,C101258,17-Jul-2021,527.51,unknown,pending,chargeback - disputed
Z9ZM889JWAPO,C100979,16-Nov-2023,506.86,bank_transfer,failed,partial
8OXOURBT9LXX,C100401,03.04.2019,73.44,ideal,pending,chargeback - disputed
SLMQGKCDHOHV,C100311,01.09.2025,267.92,card,chargeback,partial
DY92OKI4FHYS,C100436,2021-07-27,333.11,card,refunded,ref: ABC123
BJH4HO5TDNJN,C100296,20250306,518.18,bank_transfer,refunded,ref: ABC123
5OPK9U6Z9HYY,C102157,30/10/2018,229.98,BACS,pending,
DXTB0R2NKSXQ,C101167,2018-03-14,56.08,unknown,Success,
37BCD0JTGE1V,C101146,01-12-2024,"EUR 184,35",credit,Success,śpec!al
FYPPI678QGJN,C98092,2022/01/20,245.11,Card,failed,auto-retry
H28UTVVT4ZA4,C101456,12.03.2022,335.01,cash,chargeback,
CIKGE0K1FUVP,C100508,2016-01-17,371.69,cash,failed,
600SQ4DQR4FD,C101697,2017/07/22,405.18,unknown,failed,partial
46KHQS4OJ2QV,C100755,23/01/2019,374.26,Card,success,auto-retry
CR94EV882LSA,C102096,20201231,97.09,BACS,success,partial
21YE2781ZN9B,C102065,31/07/2021,135.58,credit,chargeback,chargeback - disputed
MK7UHZ656YZ9,C100212,2024/10/11,448.0,bank_transfer,chargeback,chargeback - disputed
VOYI75OWFRFJ,C100044,13/05/2019,468.42,BACS,failed,ref: ABC123
5PK54GK10WE9,C101191,2018/08/10,408.3,Card,pending,
A64JFIJ4GHHR,C100596,12-Dec-2024,283.41,credit,chargeback,chargeback - disputed
FW40Y06BJ9AS,C101286,20161028,435.54,bank_transfer,pending,auto-retry
1VLZOS97B23I,C101668,05-21-2016,628.29,BACS,pending,ref: ABC123
GJIFIOPMFBDI,C100660,30/09/2025,519.85,ideal,pending,śpec!al
ATSL1UWS5LN1,C100030,2023/07/14,253.46,Card,failed,partial
U4CSSFC5WIRN,C100397,16.04.2024,1009.61,card,success,auto-retry
BOLERZHE037F,C101370,20170719,92.11,ideal,Success,ref: ABC123
TJ7ZUZT5UFOJ,C100491,30/11/2017,124.74,credit,chargeback,auto-retry
96P4AX72IK6J,C100412,01-03-2024,367.11,BACS,Success,partial
RSMWFFWQ47UR,C101770,2021-10-26,567.34,cash,success,chargeback - disputed
L9E9CI0B7ZWX,C100385,08-03-2018,432.34,ideal,refunded,
ALDH3ZSUKC8R,C100791,27.06.2016,414.81,Card,success,ref: ABC123
5LEHBUWLNKDM,C100216,08-04-2023,306.33,Card,refunded,partial
U7D32CVYSDZF,C101154,15/06/2023,757.78,credit,refunded,auto-retry
98TCT6VYLRPD,C100027,26/05/2025,117.51,Card,failed,auto-retry
32QIZIU73LL7,C100524,07.08.2023,928.01,card,success,auto-retry
O0PO05OCSZ10,C101229,2021-10-09,499.07,Card,pending,chargeback - disputed
261L074WHR2P,C102003,20191115,217.74,ideal,Success,partial
6QNL3Z02YMK4,C101844,13.02.2021,192.19,bank_transfer,refunded,auto-retry
12E0XPYK5SK3,C101284,05/08/2021,584.68,unknown,Success,ref: ABC123
5Y1MS30J939J,C101704,11/05/2020,21.91,unknown,pending,ref: ABC123
56MXPSRQKJ8Y,C101014,13/12/2023,128.53,BACS,failed,auto-retry
6JOF3V7NQ22S,C101282,2023/03/07,425.36,Card,Success,śpec!al
AM1FKACFF77S,C100728,20230923,567.04,credit,refunded,partial
MPDPCIKWPY6M,C101145,12.07.2022,169.21,bank_transfer,chargeback,śpec!al
6HJLCPVE5SCB,C100919,09/05/2020,237.06,unknown,refunded,auto-retry
HSTPZVLUBCJP,C101639,12/05/2021,129.21,credit,chargeback,
CD8QPW6JG2PB,C102115,26/10/2024,985.01,credit,success,śpec!al
7R9VBBE4PNT6,C101210,2018-03-24,56.49,bank_transfer,chargeback,partial
Y5DXJZGR9JXF,C102103,2018-10-14,21.51,ideal,failed,śpec!al
DS0PK1AD1JA0,C101450,23-Mar-2025,326.56,Card,pending,chargeback - disputed
T8MNG1PILMZA,C101713,22.02.2016,228.1,unknown,refunded,auto-retry
4ZKWRJV71ZI1,C101852,01-Jun-2018,310.16,card,pending,
28GT1L7PXFHU,C101373,20250408,335.32,BACS,chargeback,śpec!al
BPPXTXT9NT3M,C100440,2025-03-20,109.32,card,failed,śpec!al
43290DVV5XIV,C102083,06.09.2019,467.55,cash,success,chargeback - disputed
WEK3OY70LWR5,C101441,15-Oct-2021,922.76,Card,refunded,ref: ABC123
B2QFHRRPZ1A3,C101942,04.01.2020,253.48,ideal,pending,partial
OD6ONS2K3SAJ,C101044,20241213,412.27,bank_transfer,failed,auto-retry
GV3P2QGJDQ3D,C100361,26/11/2025,351.3,cash,pending,ref: ABC123
5F91VAJLWPSP,C100873,2020/04/09,"EUR 427,49",ideal,chargeback,chargeback - disputed
R4X7J6PB4XW0,C100964,20250820,512.12,cash,failed,ref: ABC123
3EXS4CYQNMBO,C101967,24.04.2025,289.93,credit,refunded,śpec!al
9QB75WXJ5S9R,C100055,2016/05/12,564.67,bank_transfer,refunded,ref: ABC123
CTQFO0URZ7C9,C100123,20231031,276.44,cash,chargeback,chargeback - disputed
IDUH84505KYV,C101444,20240512,48.68,bank_transfer,pending,
D47UGZURV6NR,C100795,05-12-2016,602.83,Card,failed,
XIRM1RWQ2NLN,C102069,2023-05-18,165.86,BACS,Success,auto-retry
0CE14X7LZ0LW,C101487,2018/04/25,258.42,credit,success,chargeback - disputed
09YE0VP5UFP9,C101605,05-May-2023,438.83,Card,pending,partial
C3B94KCPP7YR,C101426,2019/12/04,620.21,ideal,refunded,
FUF3BRY1WR7E,C100518,2021/03/28,262.2,BACS,success,chargeback - disputed
6Q9W75GIMJSW,C101270,22-Aug-2018,"EUR 346,28",unknown,refunded,ref: ABC123
ZVAUBSRD6KB0,C100766,2022/10/13,55.36,cash,success,partial
RAZ6VOVBPW08,C102185,06-08-2019,762.84,credit,failed,auto-retry
C7EZTF57YRVJ,C101374,30.01.2024,712.28,card,refunded,auto-retry
VACYLKLY2VM8,C100990,02-22-2022,525.82,BACS,pending,
XKKE8AS7H4BY,C101502,2017/11/23,239.86,credit,refunded,śpec!al
RM4SNPIX5JNM,C100614,2024/06/23,531.56,ideal,pending,śpec!al
5C19S3496279,C101290,04-27-2023,686.82,credit,failed,chargeback - disputed
DYOQ3HYJXL3E,C100462,2018/05/30,91.53,bank_transfer,success,
4N3OBAES2VVF,C100426,17-Jan-2017,31.67,Card,refunded,
TJ2GEP0C7T37,C101032,08-May-2018,465.09,bank_transfer,Success,partial
TBIVR9UPZBWW,C101317,2016-05-20,875.56,card,Success,chargeback - disputed
0YAJT4QGEM4N,C100183,24.04.2025,459.33,cash,refunded,chargeback - disputed
1WEQGWRNBYXO,C101622,20230210,264.45,credit,refunded,chargeback - disputed
DEW31XFJNRDS,C102143,2016-05-09,20.91,bank_transfer,chargeback,
NYGZ9PRIH5KY,C100424,20230806,96.8,Card,chargeback,
2DCA08N0V5Z1,C101168,23/11/2016,363.01,cash,failed,ref: ABC123
SZZVVWA497OW,C101046,20230512,54.68,BACS,Success,śpec!al
XNM5N84SDQVR,C102087,04-25-2018,744.55,BACS,Success,chargeback - disputed
S3AS7QNIM41A,C101842,16/06/2018,1155.56,cash,failed,auto-retry
4M6311TPX5R9,C100445,10.09.2024,1094.13,unknown,success,partial
6Y6KZRNQE92J,C102021,23.09.2016,774.37,BACS,refunded,auto-retry
88J10KIGJJG1,C101951,18/09/2019,449.11,Card,pending,
NQ04IM4I3ZNI,C101310,2023/03/12,275.07,BACS,failed,chargeback - disputed
YSPHHU7FDXL8,C100152,2020/08/25,49.99,credit,Success,chargeback - disputed
GLPPEAFHP1US,C100942,2025/12/22,256.81,bank_transfer,refunded,partial
37ZOE6TKN4KQ,C101293,20220519,"EUR 136,31",cash,failed,chargeback - disputed
R6781ZZVAYVE,C101006,20230829,1147.46,bank_transfer,failed,partial
CH7W8GMVVQAY,C100523,2022-04-28,82.45,credit,chargeback,partial
7LG50KQMUGI3,C102138,13.11.2022,393.74,credit,failed,chargeback - disputed
ZHPZ37N3S7UG,C100930,2022-02-14,83.76,ideal,Success,
K4MTOKGPZ3UK,C102037,2018-08-09,185.67,card,chargeback,auto-retry
AHJXZN942AO7,C101970,11/04/2019,606.61,BACS,pending,partial
MEC5OD2046G5,C101830,30-Sep-2023,229.23,BACS,Success,chargeback - disputed
TQ66G08JHS09,C101959,2021-01-05,193.81,card,success,
CSIL9PB7GL44,C102097,22-Jan-2025,288.53,Card,Success,partial
8P339JUCRRNJ,C100719,2023-04-22,86.9,Card,chargeback,
VR2F9FHLMUBY,C101894,2019-03-28,196.98,bank_transfer,Success,śpec!al
40KJRLSLZDN9,C102195,09-07-2023,712.83,ideal,Success,partial
UG00HR805C11,C100026,29-Aug-2025,"EUR 39,09",BACS,failed,
ZRK1XVZ814EF,C100918,2018-03-02,357.7,ideal,success,auto-retry
YRZ2TY16L3U2,C100924,03.02.2024,"EUR 328,74",BACS,success,auto-retry
W6VCTOQAW5Q2,C101347,07-Oct-2017,144.05,credit,chargeback,partial
WPCKZOK71GMW,C100815,14/02/2022,350.61,ideal,success,auto-retry
0E7GTFEDX47R,C100550,20171005,241.36,bank_transfer,refunded,partial
YDQ6NB5TP7UH,C101169,2021/08/07,272.27,card,refunded,
XPRWVOJ8VKV1,C100000,20231008,871.82,ideal,success,partial
SDPCXNG60AD4,C101732,17-Dec-2021,"EUR 100,96",Card,pending,śpec!al
8JYN1S9N9FVJ,C101402,20250226,359.32,unknown,success,chargeback - disputed
9CDR0M7UMOX9,C100373,20180220,227.1,unknown,Success,
S2UTTS6EGR0E,C101480,13/12/2017,231.45,bank_transfer,failed,ref: ABC123
DQ5L7RBAJJ1B,C101925,2019-04-10,239.23,ideal,success,partial
TXLP4LHVSJLU,C101822,10-05-2019,29.69,unknown,chargeback,śpec!al
7YBT3RH9ORSG,C101024,24-Jul-2018,579.47,card,pending,chargeback - disputed
C4UZG5QUDVT4,C101907,05-06-2019,61.27,bank_transfer,pending,partial
GS932S6GPBZY,C101931,20240401,588.01,card,refunded,auto-retry
8U20B0UQXZCY,C100712,20.05.2019,544.81,ideal,success,śpec!al
GK4NNEKL29QD,C100108,2022/03/27,484.42,credit,Success,auto-retry
PZGOO4DKPO3Z,C102036,20231018,486.76,cash,Success,ref: ABC123
4HIWUUZD2NLF,C100559,30/09/2025,334.98,Card,failed,chargeback - disputed
QYQ33POYJ0OZ,C100630,2020/07/23,201.35,cash,success,
1J8W9KTAW7L3,C100572,26.01.2025,341.1,card,failed,śpec!al
HHPXUDIHB38W,C100011,2022/10/13,269.02,BACS,failed,chargeback - disputed
TO1EXWPHYUBW,C101561,2022/06/19,"EUR 68,66",credit,chargeback,chargeback - disputed
WF39XUEQK01J,C101888,20181026,168.84,credit,failed,
0LEUP6CCRR1A,C101037,20160115,201.19,cash,success,chargeback - disputed
Z08R3U2WMXQT,C100632,22.10.2024,61.49,Card,Success,
2O2QGZJOFLTH,C101233,23/09/2022,"EUR 118,16",credit,chargeback,ref: ABC123
UHOQRRW76ZFM,C101506,2017/12/02,383.12,unknown,refunded,chargeback - disputed
79BSGN2AOL7C,C101291,11-Jul-2025,529.98,Card,refunded,ref: ABC123
CUI5FJW1TA5A,C101001,2022/03/29,303.13,Card,refunded,auto-retry
9IJETVQOM1GT,C101077,06-18-2022,265.45,unknown,refunded,auto-retry
1MCAJYTPUDEA,C101916,2024-06-23,206.29,card,pending,auto-retry
C32LLTOC4EXA,C100402,06-Apr-2022,105.85,cash,success,chargeback - disputed
JZV4ONCH8X6R,C101167,2020-11-29,56.08,unknown,failed,śpec!al
TXE0XE0FPQDP,C101836,05-09-2023,393.41,card,Success,auto-retry
5EYZMIIS2L7D,C101845,2024/01/17,402.14,card,success,
BM97L66D2UFX,C95580,17.04.2025,644.83,ideal,Success,auto-retry
C6FY8QJHTWFZ,C100134,21-Sep-2020,350.74,credit,chargeback,
7ORNE8K9CPLO,C100870,01-30-2018,188.65,unknown,failed,auto-retry
7NDS3RDGEV75,C101117,05-Jul-2021,79.53,cash,chargeback,ref: ABC123
ZJPQXKWVD6J4,C101245,03-13-2020,567.79,credit,failed,chargeback - disputed
1IIWYVMXT9DI,C100300,22-Apr-2020,497.95,card,chargeback,chargeback - disputed
8PPTIMDXAS6K,C100205,2022-01-05,533.13,cash,success,śpec!al
6O000PLV4DQG,C100574,02/08/2024,209.69,credit,chargeback,ref: ABC123
87CNB5KRJO86,C101147,2021-09-14,256.86,cash,success,chargeback - disputed
IHCXZW26LTO1,C102097,20200522,1037.33,cash,failed,
CKQKI9NEX5ME,C100141,20220607,690.47,bank_transfer,chargeback,auto-retry
815TL4LQJLAX,C101688,2024/07/27,324.39,cash,pending,partial
ORI1KM41QL7J,C100035,01-Mar-2019,93.5,cash,refunded,ref: ABC123
UCPM5UYV6JED,C101453,08-Oct-2025,43.72,Card,success,chargeback - disputed
TJ3N56JEBZAZ,C100296,31.01.2022,518.18,bank_transfer,failed,śpec!al
IK1OD37898WY,C101378,21.01.2016,534.9,ideal,Success,partial
V66XVSCRTNJ1,C100751,16/05/2021,99.38,bank_transfer,pending,chargeback - disputed
GFBXZBMDQFTM,C101786,2024/12/21,1091.98,cash,success,śpec!al
KEFVDL63U14X,C100203,04-29-2016,114.68,credit,refunded,śpec!al
SBU2XI2K7DU6,C101174,31.12.2019,50.53,ideal,pending,
XUQXYOFHKADN,C100073,04-13-2022,565.74,Card,success,auto-retry
MXVSPWY0UCAZ,C101700,2022/07/01,"EUR 43,36",BACS,Success,chargeback - disputed
IZTCPL2RWDPY,C101380,2025/07/18,222.25,unknown,failed,
RK4VFOLWN4F2,C100780,05-30-2025,164.3,credit,chargeback,ref: ABC123
Y70MV83TIG95,C101127,2017/05/25,"EUR 234,95",credit,success,auto-retry
353QTXFTLFT4,C100445,31-Aug-2021,99.37,BACS,pending,ref: ABC123
EDOKBBT6JDZS,C101515,2021-02-15,"EUR 445,36",credit,Success,ref: ABC123
ZVS2R5BK6F80,C102097,03/04/2017,552.23,BACS,chargeback,chargeback - disputed
LUOO7DSMUWRK,C100978,04-Jun-2022,228.65,BACS,Success,auto-retry
N8G6YIVTQORE,C101567,20160509,117.53,unknown,success,partial
9IZ1YIMUEU70,C101571,20180129,1130.08,cash,refunded,śpec!al
O1NJYTC3LEK9,C101637,20160708,197.99,unknown,chargeback,ref: ABC123
QLZZIGSJ55UT,C101015,2024-05-19,208.09,unknown,Success,auto-retry
V12LD314QX7L,C101597,2024/04/20,314.95,BACS,chargeback,śpec!al
9381FF9VBKFA,C100458,08-18-2016,1091.74,bank_transfer,refunded,partial
EIBD7QHCGGU7,C101533,2025/10/27,528.5,ideal,success,chargeback - disputed
OP1DFEL4PCTG,C100274,03-21-2021,15.31,ideal,pending,
3K0AXZIBHBMZ,C101556,20250911,927.61,BACS,pending,auto-retry
B3JLQTTOC2B8,C100476,03.08.2023,384.5,credit,failed,
V14KLG9VN8FF,C101898,2017-10-26,614.41,cash,pending,ref: ABC123
3N8TQY6TFB02,C100108,2016-01-10,488.14,cash,failed,chargeback - disputed
R47JBAG28SLB,C100893,04-06-2025,454.64,cash,success,chargeback - disputed
SWQX1SPBIMRR,C102148,05-Jan-2017,"EUR 82,66",bank_transfer,chargeback,chargeback - disputed
A0QTBOPVSZNM,C100456,2023-06-29,190.03,bank_transfer,refunded,
JNWFRLVQTT3N,C100279,07-04-2016,397.09,card,failed,partial
C6AWMROROLBC,C100037,11-10-2017,479.56,credit,pending,chargeback - disputed
D5YQ7R9S3PU3,C101639,16.10.2020,129.21,cash,success,
NKCHUG86YCMC,C100876,25/03/2017,394.82,bank_transfer,Success,partial
5ZRX4A4ZNGN4,C101632,2024-03-20,159.45,bank_transfer,failed,śpec!al
YAADDJITIV39,C101346,23-Nov-2018,251.85,card,refunded,
HQ3OZBWYDBZM,C101286,05/06/2025,435.54,cash,failed,partial
R7QI95D95KIO,C100927,16.08.2017,79.62,BACS,chargeback,auto-retry
WNSENTGBZGNT,C101228,06-20-2023,537.82,credit,Success,ref: ABC123
7RDHZEYO4HVG,C100027,2023-08-11,117.51,Card,refunded,
8UEFV66QJM23,C101690,2016/07/25,1055.54,BACS,pending,chargeback - disputed
BTLN4RTAR903,C100896,07-Jun-2019,81.36,bank_transfer,chargeback,
J217I2CDFU3G,C101021,07-Jun-2025,310.94,credit,success,śpec!al
8USUWDDHFF2S,C101014,06-25-2022,252.28,BACS,success,chargeback - disputed
G04TMJPW07XC,C101359,02-03-2018,106.74,unknown,pending,auto-retry
XZT8IBJ3BG4P,C101943,20220128,40.92,credit,chargeback,partial
FYQP01RR7U6U,C102082,09.02.2023,242.35,unknown,chargeback,partial
SDR75E3F6I96,C101103,09-15-2022,542.98,BACS,refunded,chargeback - disputed
W5S7JBPGFKVC,C102119,13.04.2018,366.85,unknown,failed,partial
ER49CJR7VT6U,C100260,2022/02/28,1086.32,card,refunded,chargeback - disputed
BQQDNB91JRY8,C101746,07-18-2020,232.0,card,chargeback,śpec!al
BIYRQQWMQA5S,C101088,2021/03/14,61.79,unknown,refunded,auto-retry
KOWAYVQGZUCP,C100352,07.10.2022,340.14,credit,pending,auto-retry
TKGZZ8VPD1IM,C101548,2025/01/28,417.47,unknown,Success,
EUNSMOOSD4B7,C100122,09-Jan-2024,195.74,BACS,Success,auto-retry
NNURWG9XNCUD,C100115,20221005,286.78,ideal,refunded,auto-retry
DMNHQ6CW4CL7,C100883,20180709,855.81,cash,success,śpec!al
56T28RDKLKH4,C101978,2022/05/17,215.21,unknown,refunded,ref: ABC123
W9I6A2THRHVJ,C102060,20210417,264.41,cash,chargeback,
DO6K1KPA0D0X,C102102,12-Jan-2022,338.19,cash,success,
7CDWOWFWSJ62,C101689,2023/07/26,349.39,unknown,Success,auto-retry
J2UPAJZR2KHO,C92840,2019/09/25,68.44,ideal,chargeback,chargeback - disputed
LCTASLYTK7SG,C102014,2019-01-16,512.57,cash,chargeback,
7KOP7T2K6XVN,C100394,20170717,442.45,bank_transfer,success,
I8LBNOCW2OKO,C101235,08-19-2018,254.96,BACS,Success,partial
Z456R5VCECEM,C99504,2017/08/29,274.84,bank_transfer,pending,chargeback - disputed
VLRL77Y0GST9,C101427,04-30-2019,549.57,unknown,pending,śpec!al
4WDSCTEQEF7Y,C100614,29/04/2017,99.49,credit,failed,auto-retry
HE8Z8LTHE4KA,C101095,03/10/2023,47.63,BACS,chargeback,partial
6J7WZV9QPH2W,C102060,22/04/2016,231.39,card,pending,partial
1S6Q054SLMJJ,C100503,2025-06-23,157.72,bank_transfer,success,śpec!al
OVJ3I5RZNCWA,C102035,2016-08-23,399.83,BACS,Success,śpec!al
8ARTV9ODEKG3,C102193,23-Jun-2022,306.0,card,Success,partial
39FWWRTW99ZS,C101451,15.06.2025,128.64,bank_transfer,failed,chargeback - disputed
EEBAQGJ93DB2,C101995,08-Oct-2019,160.94,cash,success,partial
9MSV12DZOD7C,C100098,2023-04-24,76.97,cash,chargeback,auto-retry
9OZEK0VWJEEA,C101330,20160620,36.26,Card,success,chargeback - disputed
104SVI6S56OY,C101551,04-Nov-2017,24.13,credit,chargeback,partial
0FCRA4IU914T,C100968,12-10-2017,264.25,cash,Success,auto-retry
XG2473GLQ803,C102088,07.08.2020,390.44,credit,refunded,śpec!al
WTAG25G6815Z,C101261,2024/05/21,26.88,bank_transfer,refunded,auto-retry
GKDZL8WI87RV,C101962,01.06.2025,278.86,card,pending,ref: ABC123
4VDF94HSWWIQ,C101472,05-14-2025,356.35,card,chargeback,chargeback - disputed
V0SEDLRS7KRV,C100965,09.07.2018,160.35,ideal,pending,auto-retry
FTSQL49LAIX5,C101871,26-Jun-2017,636.92,bank_transfer,success,auto-retry
HB7Y5PORBI0T,C100156,20190127,235.64,credit,failed,partial
DO5FTGO6N3JJ,C101590,22/06/2016,676.87,card,pending,chargeback - disputed
J97UIE2TXZ7U,C100933,20200222,288.44,BACS,Success,ref: ABC123
1OVAQJG9G77R,C100341,20230911,394.53,ideal,Success,
ALIC5LS3VPE4,C101960,16.06.2020,134.02,cash,failed,chargeback - disputed
LBNPO030P8BW,C101830,08/04/2017,157.49,Card,refunded,chargeback - disputed
JKO3U7RVM3SV,C100655,20200825,542.52,credit,failed,śpec!al
QHWM4FNQ3VPV,C100874,08/06/2017,187.81,card,pending,partial
0XEIFUV490UX,C100786,05-08-2016,374.3,ideal,chargeback,ref: ABC123
YBSNJTD5YM7L,C100168,2020/08/03,529.45,ideal,chargeback,śpec!al
ZU2K4CFGN25R,C100126,17.04.2023,305.26,ideal,failed,
P9C2NN9PHTCT,C101173,31/03/2022,775.27,Card,pending,auto-retry
KVPRTYQ4SCGC,C101404,27/09/2018,154.23,cash,success,chargeback - disputed
HZ5Y17PNRP23,C100084,04-28-2018,354.97,cash,Success,śpec!al
DJFCYM11GFZ9,C101817,20.09.2019,34.24,cash,chargeback,auto-retry
79KMG15B9CSO,C101568,08-Mar-2025,503.08,bank_transfer,chargeback,chargeback - disputed
PK8CTNBK05WM,C101235,2019/08/16,540.02,bank_transfer,success,chargeback - disputed
F0H51UUES90H,C100518,20230909,569.82,unknown,failed,chargeback - disputed
WJ3JN4LIXWJR,C101987,2025-12-26,563.42,credit,refunded,chargeback - disputed
MRKMFB3BHNFN,C100436,2024/11/01,383.22,unknown,refunded,chargeback - disputed
IKT3236UN9TP,C100073,2019-09-18,162.96,BACS,failed,
OBTI76ERIXRS,C100911,2016-09-22,55.3,card,failed,
7M07XQQP0DK8,C101606,01-Jun-2016,466.36,credit,refunded,auto-retry
NP9PAOUWNKI4,C100030,18-Aug-2022,287.26,unknown,failed,ref: ABC123
ZQS3XME3Y90S,C100976,2021-09-23,241.69,card,chargeback,auto-retry
PG7M1KMUN8F8,C102098,01-Aug-2025,574.23,Card,Success,partial
130RLOCDWDV8,C101344,28/03/2019,173.72,ideal,chargeback,partial
FNI3KFFOFU6P,C101188,15/10/2025,760.12,credit,refunded,ref: ABC123
HKV9NJSJ6G3P,C100256,20231218,232.65,BACS,success,śpec!al
W736N4CFFXRU,C102142,10/07/2023,176.56,BACS,pending,auto-retry
EUQJMGNGDXSU,C100243,2020/10/21,220.61,bank_transfer,failed,śpec!al
3WZQRJ8JGWRS,C101465,2019-06-15,110.56,credit,Success,śpec!al
S9I12PIZOHUT,C101855,27-Jan-2018,330.81,cash,pending,auto-retry
LWC77L0QRYLH,C101612,12-Apr-2016,108.3,ideal,Success,śpec!al
JDM7FX5XGH14,C101859,20170827,411.4,bank_transfer,success,partial
7S7FSGS9FB64,C100544,18/04/2021,401.94,Card,failed,
83BXK5DVSJ2G,C101162,18/06/2025,657.25,Card,failed,partial
