visit_id,customer_id,unit_id,visited_at,purpose
V0551912,C101141,28A,20220308T072800,inspection
V1918472,C100044,Unit 299,2022-09-05 20:20:00,inquiry
V5429155,C101063,U1371,2024/02/09 08:19,inspection
V4428570,C101134,U1149,21/11/2019 22:28,delivery
V5501478,C100914,71A,2024/02/09 14:13,inspection
V0978042,C101171,#161 (old),01-Feb-2023 12:40PM,pickup
V6053322,C100450,Unit 179,20231003T015900,delivery
V8067143,C101281,U1327,10/04/2022 23:45,payment
V7340254,C101424,u1495,03/03/2026 22:13,access
V8948894,C101725,344A,2023-05-28 14:39:00,payment
V1164630,C100509,u1370,20231124T093900,payment
V7142506,C101728,244A,2025-01-20 01:49:00,inquiry
V1117891,C100058,39A,07-Jun-2021 10:51PM,inquiry
V0755532,C100618,U1476 - ,2018-10-06 18:49:00,inquiry
V4308687,C101804,229A,11/07/2024 08:02,payment
V2797024,C100167,U1321,05/10/2020 04:00,pickup
V1854894,C101354,Unit 132,20190211T141700,move-out
V4264736,C102118,#170 (old),2019-07-11 02:09:00,delivery
V3003848,C100017,Unit 316,2022-05-10 11:43:00,payment
V8115514,C100485,464A,13-Feb-2024 11:43PM,inspection
V6491010,C100653,U1377,2020-01-09 18:01:00,inquiry
V7341340,C101470,U1376,2025/06/13 21:27,inspection
V8142675,C101859,#430,2018/12/23 23:48,move-out
V7538032,C100180,U1457,20190319T055300,pickup
V9693890,C101778,45A,20190207T205000,move-out
V1698020,C100325,#391,12-Aug-2018 05:54AM,access
V6407252,C100198,451A,2018/12/23 06:40,inquiry
V2072802,C101612,#157,2020-03-21 22:24:00,inspection
V8937238,C100738,291A,20200310T144500,move-out
V6354673,C101194,u1034,23/03/2024 09:49,pickup
V3542993,C100572,U1136,2023/06/29 16:00,pickup
V9940121,C101723,U1398,20200130T084800,inquiry
V8254459,C100983,u1250,12-Apr-2021 04:16AM,move-out
V4397154,C100928,u1010,2024-08-06 22:46:00,inspection
V1390996,C100392,u1231,22-Jul-2025 06:27AM,delivery
V2364037,C101893,U1377,29/12/2022 14:15,move-out
V0986596,C101887,Unit 315,02-Apr-2020 01:25AM,access
V2346570,C101419,Unit 74 ,14/06/2024 01:52,inquiry
V9997116,C100445,u1041,29/11/2021 19:26,pickup
V0792074,C100618,Unit 269,03-Dec-2018 07:08AM,inspection
V6107441,C100066,28A,2023-10-18 04:09:00,delivery
V6705866,C100000,U1025,20180915T200000,move-out
V8256920,C100059,239A,28/11/2018 09:42,move-out
V5933696,C100662,U1118,20200330T042600,inquiry
V5768590,C101757,u1429,20231124T211600,inspection
V6952956,C101672,186A,2022-05-21 21:34:00,pickup
V8048545,C101438,Unit 390,18-May-2020 03:15PM,payment
V2330926,C100564,Unit 432,19-Dec-2019 03:44AM,pickup
V8893451,C100937,U1324,20200309T140600,inspection
V5480288,C100047,469A,14-Nov-2025 12:33PM,pickup
V4184954,C100439,#21,06/01/2021 08:14,pickup
V7691493,C101888,369A,30/08/2024 16:50,payment
V6715822,C101714,81A,20220707T062700,inquiry
V9066154,C100741,Unit 143,2022-02-16 19:57:00,access
V6780877,C100311,U1376,20220315T011100,delivery
V6416047,C101033,u1277,07-Apr-2021 06:58AM,pickup
V9399072,C101053,u1500,2023-11-08 01:44:00,access
V3887750,C100719,219A,17-May-2018 05:46PM,payment
V6680007,C101456,Unit 373,05-Feb-2023 03:42PM,access
V4645198,C102106,U1180,20200924T213800,inquiry
V3140385,C102124,u1429,01-Jun-2018 11:59PM,move-out
V6689518,C101654,U1115,20220820T124700,payment
V4751075,C100566,u1014,20240424T090300,access
V9443816,C100593,399A,10-Jun-2023 12:07AM,inquiry
V2826731,C102105,#31,2020-11-14 13:52:00,inspection
V3215012,C100915,u1107,20180424T200300,inspection
V7237370,C101666,#22,2024/11/25 10:18,inspection
V2843259,C101408,#11,02/01/2021 08:25,payment
V5779101,C100709,#328,20220317T201600,inspection
V7905850,C100431,U1180,20200113T204600,access
V0700379,C100049,U1470,18/04/2019 22:39,pickup
V0810338,C101383,u1461,28-Mar-2019 05:43PM,inquiry
V5993506,C101609,U1002,24-Oct-2023 07:55AM,access
V7007059,C102040,295A,06-Aug-2020 11:37PM,payment
V4118313,C102064,#21,2023-12-07 23:57:00,pickup
V9177308,C101209,#351,15-Feb-2024 08:03PM,pickup
V3957909,C100688,Unit 273,23/08/2025 22:17,delivery
V4346526,C100748,U1339,20200222T091300,delivery
V5889468,C102080,u1205,09/10/2023 04:14,move-out
V6420086,C101509,#251,2018-12-22 02:05:00,pickup
V6466712,C101777,#48,21-Jul-2022 08:47PM,payment
V1538034,C100458,u1084,13/08/2021 02:26,payment
V7535371,C100482,Unit 345,20210826T182400,access
V4831803,C101195,#241,2025/03/23 16:56,delivery
V0251277,C102080,U1009,20180714T210500,move-out
V4163590,C101433,U1150,2023/01/04 07:15,inspection
V7655189,C100916,Unit 51,2021-04-27 07:46:00,inspection
V9836048,C101600,427A,2021/04/02 09:55,inquiry
V8969673,C100181,#141,20231215T024900,move-out
V1242147,C101802,135A,08/01/2018 14:04,delivery
V9042955,C100574,#281,2021/02/23 23:58,inquiry
V3988765,C101719,U1180,2023/03/01 07:24,move-out
V0089626,C100641,326A,2024/01/15 03:09,payment
V0170694,C101943,U1352,03-Mar-2019 04:27AM,inquiry
V6742071,C100364,Unit 444,2026/02/09 02:22,payment
V6763533,C100946,u1320,13/06/2020 06:59,payment
V0508646,C101826,Unit 415 - ,2022-07-06 08:52:00,delivery
V9698051,C101689,98A,2023/01/26 04:32,inquiry
V5887995,C101781,u1429,16/03/2023 13:12,inspection
V3240349,C101468,u1185,2019/02/05 22:35,inquiry
V9177988,C100587,#21,2025-03-15 12:13:00,pickup
V4291506,C101182,u1372,11-Mar-2023 06:19AM,pickup
V4397482,C101878,u1056,16/11/2024 16:24,payment
V9148150,C100947,Unit 8,2020/01/23 07:39,move-out
V2046305,C101837,U1169,2019-01-08 06:26:00,move-out
V0716754,C100942,u1408,2024/07/20 07:34,access
V0001629,C102049,u1047,18-Sep-2022 08:08PM,inspection
V3947772,C101742,U1025,2019-05-28 03:45:00,inquiry
V5912766,C101544,Unit 368,20260114T172700,delivery
V3976467,C101572,#253,2025-04-19 19:04:00,inquiry
V1662100,C101348,#272,2025-07-27 19:13:00,move-out
V2767685,C102135,#190,20190914T181600,payment
V5198732,C101685,#481,06-Apr-2019 12:15AM,delivery
V3280978,C100941,#249,18/08/2023 00:43,pickup
V2747363,C101576,u1265,20201213T235600,payment
V8008138,C100918,U1052,20180712T212200,move-out
V2439932,C101556,U1094 ,22/03/2019 11:31,pickup
V1823903,C101016,#279,2023/11/17 09:07,payment
V5117772,C101493,337A,20220922T034000,inquiry
V9213909,C101733,58A,2020-09-16 18:11:00,inspection
V7536349,C101119,#284,20240930T155000,delivery
V0897262,C101339,Unit 242,20-May-2019 03:34PM,pickup
V4773236,C100535,U1233,2019-11-26 01:48:00,access
V5636670,C101428,37A,05/07/2024 17:42,inquiry
V1420477,C101527,35A,08-Mar-2018 05:24AM,access
V6628159,C100668,332A,20210521T105500,inspection
V6817386,C100460,434A,2025/07/02 00:03,inquiry
V5228712,C101325,Unit 362,20200628T160000,inquiry
V8458473,C100175,U1065,01/07/2020 11:08,payment
V6458159,C102127,U1474,2021-07-03 11:07:00,inquiry
V2378929,C100032,u1069,15/10/2021 19:53,pickup
V0010032,C100431,u1205,23-Dec-2019 04:35PM,delivery
V6127605,C101182,U1397,26/11/2022 21:25,inquiry
V2547489,C101776,#127,2020-01-17 04:44:00,move-out
V3285047,C102121,172A,19-Aug-2023 11:35PM,pickup
V1444221,C101904,145A,05/03/2026 12:11,payment
V1535965,C101445,213A,20220410T054900,inspection
V0144293,C100240,Unit 88,08/09/2022 04:12,pickup
V8619508,C101628,U1023,2018/01/28 03:12,delivery
V9759044,C100789,#284,2020/11/10 23:37,delivery
V7375090,C100748,#12,2022-01-16 03:54:00,inspection
V4922451,C101601,u1061,15/07/2025 19:18,inquiry
V9026329,C100242,U1302,18-Nov-2018 04:42PM,delivery
V2251755,C100675,#199,2025/05/25 00:48,move-out
V9782139,C101174,u1428,11/02/2024 11:59,access
V9412879,C101978,u1461,20191103T120000,delivery
V2823682,C100734,Unit 204,20210905T192500,inquiry
V6770184,C100899,343A,2023-11-28 07:40:00,move-out
V3972572,C101508,#152,05/05/2025 06:02,inquiry
V4649529,C100096,u1047,2019-04-13 02:02:00,inquiry
V5391986,C100114,U1352,14-Jul-2025 04:34PM,payment
V4616361,C100886,U1258,08-Aug-2024 12:37AM,pickup
V4930279,C100534,#314,2022-06-01 16:55:00,move-out
V5795914,C100312,u1015,25/06/2020 18:32,pickup
V5490131,C101622,U1184 ,20220128T072700,delivery
V2722268,C101331,82A,06/05/2024 17:52,delivery
V8034550,C100654,#96,2022-06-09 23:05:00,payment
V3420530,C101629,#200,2018/05/22 14:46,payment
V3100432,C101321,U1142,20201005T195900,payment
V5349567,C101882,Unit 498,20180701T211000,delivery
V7499667,C100467,U1023,10/09/2018 07:39,inquiry
V6385108,C101631,U1463,11/05/2025 17:18,payment
V9782075,C102012,Unit 460,20251225T004200,move-out
V9877569,C101256,u1202,06/10/2023 02:11,access
V4563236,C100252,#216,20221021T180700,delivery
V1759262,C102059,Unit 297,2024/11/02 19:20,pickup
V2670860,C101001,U1064,12-Feb-2021 09:42PM,move-out
V3689727,C101638,412A,2022-07-15 18:42:00,delivery
V3046444,C100450,#356,2019/03/05 22:32,move-out
V7819342,C101718,U1393,20250915T232900,inspection
V3912494,C101073,484A,20180405T010300,move-out
V0879738,C100216,U1402,2025/09/07 15:30,move-out
V3402959,C101396,U1125,20-Feb-2023 04:54PM,payment
V2691000,C101382,U1094 ,2018-08-22 06:42:00,delivery
V4004480,C102188,#72,2020-04-14 13:59:00,inquiry
V1489919,C101506,U1361,2024-02-12 13:22:00,inspection
V0350000,C101938,Unit 255,2018/11/12 06:51,payment
V9679474,C101331,103A,2024-03-09 06:16:00,pickup
V3317197,C101653,u1237,20-Jan-2023 07:10PM,payment
V4916416,C100812,358A,2020-05-14 01:04:00,payment
V3299243,C101530,Unit 179,2021/02/14 07:00,move-out
V1406741,C101239,386A,2024/02/01 08:01,payment
V5247575,C102173,Unit 111,16/07/2023 02:33,payment
V5270173,C102188,u1428,05-May-2021 12:38AM,delivery
V8231619,C101756,u1276,20211108T070200,move-out
V4260230,C101474,U1017,14-Oct-2021 04:44AM,inspection
V8654930,C101421,u1014,05-May-2025 10:11AM,delivery
V3806821,C100798,U1118,20250611T032200,move-out
V1470334,C101940,U1453,15-Apr-2024 01:01AM,inquiry
V8469214,C100925,u1445,2020-03-30 16:11:00,pickup
V2749180,C101558,#162,06/06/2024 21:09,pickup
V9044950,C100640,Unit 319,2022/06/01 01:31,move-out
V6341830,C101808,U1433,06-Oct-2021 06:30PM,payment
V3365900,C101440,323A,2022-07-31 22:46:00,inspection
V2300984,C100129,u1146,20210611T063800,payment
V3493749,C100836,86A,19/04/2023 08:54,payment
V5646275,C101481,U1302,2021/03/25 10:18,inspection
V6052756,C101984,u1210,20211028T114300,inquiry
V7362676,C101604,u1366,10/11/2020 17:10,inquiry
V6815018,C101416,U1476 - ,2023/10/15  13:23,access
V3509487,C102192,U1456,17-Feb-2022 07:26PM,inquiry
V1656240,C100386,U1094 ,13/06/2024 16:13,pickup
V4296250,C100806,U1180,30-Jun-2022 01:54AM,payment
V4269780,C101668,U1439,2024/07/10 02:13,access
V0945552,C100856,459A,2020-03-05 09:13:00,access
V0691295,C101396,U1302,2023/10/09 03:11,payment
V1049655,C101825,u1353,2021/08/30 08:27,payment
V0311427,C101864,Unit 318,2018/09/23 18:37,move-out
V5867369,C100015,u1160,20190809T101000,inquiry
V2582834,C100063,412A,2022-11-27 00:55:00,inquiry
V1127926,C101866,#72,2023/04/05 00:58,move-out
V9352321,C100062,#48,2019-01-13 02:36:00,access
V4358482,C100676,Unit 111,23/04/2025 04:23,pickup
V8055075,C101621,Unit 381,10/11/2021 13:54,move-out
V4825410,C102132,u1026,2023/03/04 20:14,inquiry
V4991892,C100129,U1032,20181116T022000,access
V6736107,C102153,Unit 341,20230510T200400,delivery
V5009325,C100664,#170 (old),13-Mar-2018 10:47AM,inquiry
V6282169,C101104,344A,2019-03-04 11:18:00,payment
V9902303,C102054,U1474,2024/08/31 12:38,inquiry
V0390080,C101120,u1380,2021-02-10 17:28:00,move-out
V3697490,C100305,#228,2020/04/05 00:05,inspection
V0283658,C100277,U1136,04-Mar-2018 10:19AM,pickup
V0630668,C100480,U1099,20-Apr-2025 06:22PM,pickup
V4263265,C100489,#48,05-Jul-2022 02:28AM,move-out
V7682439,C100862,#334,04/04/2025 02:00,delivery
V5468586,C100733,u1205,19/10/2025 23:44,pickup
V4725700,C100058,Unit 432,2018-08-27 11:08:00,pickup
V2649929,C101939,u1492,2018/10/27 01:41,payment
V5484209,C100790,u1234,30/11/2022 04:46,delivery
V8599986,C101131,Unit 92,20210505T074100,inspection
V4477811,C100174,Unit 55,24/10/2021 05:47,inspection
V4182151,C100180,#363,2025/02/22 16:25,inquiry
V7251475,C100034,u1370,20210127T020800,inquiry
V5091241,C101366,Unit 319,04-Dec-2024 10:20AM,delivery
V4108341,C101307,#471,20230124T154400,move-out
V4874604,C100846,u1181,2024/02/06 02:27,move-out
V6740200,C100317,189A,02/09/2018 18:14,delivery
V9504896,C100210,#357,20200111T224100,inspection
V9490539,C100346,#477,2021/09/23 03:21,access
V2484916,C100895,u1225,2023/04/29 18:59,pickup
V1395059,C100657,343A,2025-12-29 09:26:00,payment
V5487620,C100538,189A,22/09/2022 16:54,inquiry
V7299665,C100100,Unit 240,2025-11-20 11:59:00,inspection
V6212613,C100170,U1117,07-Nov-2019 01:28AM,pickup
V4962703,C101963,u1168,20251004T173000,inquiry
V0084204,C101875,Unit 261,02/05/2022 20:20,move-out
V3454275,C100836,Unit 450,20251212T084600,payment
V7442014,C101285,u1154,20220424T192400,inspection
V5707657,C100446,u1102,2018-08-08 21:01:00,inspection
V1131385,C100595,449A,2020-01-01 23:15:00,inspection
V1144745,C102105,108A,20220907T040100,move-out
V4957587,C101536,#228,15/05/2025 18:44,inquiry
V3133386,C100447,Unit 143,2019/05/27 16:13,inquiry
V6314124,C100223,u1014,2021/03/10 13:12,access
V4752789,C101577,u1056,2025/11/09 05:22,delivery
V5432611,C100102,#241,30/05/2023 06:19,inspection
V7752867,C101022,u1265,10/09/2022 02:36,move-out
V9833442,C101166,449A,22-Nov-2018 01:56AM,delivery
V5129221,C100618,u1421,2023-05-10 08:41:00,move-out
V6918594,C101543,396A - ,2025/11/17 20:36,delivery
V5474303,C101295,u1237,10-Mar-2023 03:46AM,move-out
V5302175,C101669,447A,20190125T174700,payment
V5813571,C100899,Unit 362,29/12/2021 23:07,inspection
V3661788,C101414,#96,2023-05-31 19:56:00,inquiry
V2298394,C102000,u1276,20211231T114900,inspection
V8755219,C101035,u1389,2022-07-23 12:56:00,access
V1576644,C100920,#4,20201206T110300,payment
V2868884,C100102,Unit 106,21-Jun-2019 02:55AM,inquiry
V6307410,C100958,U1457,2018/11/16 06:59,pickup
V0036444,C101818,u1091,2019-07-07 01:17:00,inspection
V7623005,C100733,193A,26-Mar-2020 08:50PM,move-out
V0655996,C101039,Unit 13,30-Sep-2019 04:16PM,access
V1020805,C101875,#66,18-Nov-2023 05:46PM,access
V9513361,C100227,U1333,01-Jan-2024 02:25AM,inspection
V2621638,C102036,Unit 415 - ,15-Jul-2025 06:16PM,delivery
V6301493,C101104,Unit 230,2022/08/06 19:46,access
V6549365,C101354,#391,20180107T191200,move-out
V8530308,C101329,U1397,2021/10/14 06:11,pickup
V1830222,C100682,Unit 242,2024-01-20 22:24:00,delivery
V7731133,C101942,u1056,2018/01/03 22:23,move-out
V3508613,C102043,Unit 179,2023/10/16 05:09,move-out
V4951977,C100183,309A,2021-11-10 13:47:00,delivery
V1713397,C101930,u1060,20230927T043000,access
V4044242,C102177,U1238,2021/09/16 08:19,pickup
V0841638,C100076,#281,20190609T131700,move-out
V1186807,C100174,Unit 151,2018/09/23 07:07,delivery
V9570438,C101113,176A,2023-01-04 04:21:00,access
V5053690,C101950,u1050,20231025T222800,inspection
V5616268,C100573,U1238,09/08/2020 01:28,delivery
V3341618,C101951,U1302,20241021T155700,access
V5915604,C101116,U1188,2023/09/13 13:16,inquiry
V4235216,C100696,37A,2022-10-28 07:37:00,pickup
V9275513,C100046,U1095,2024/08/03 16:05,pickup
V4341906,C101512,206A,02-Oct-2020 04:27AM,inquiry
V9586955,C101105,Unit 73,02/02/2020 16:42,inspection
V7544548,C100105,U1433,14-Sep-2021 12:22PM,delivery
V6453520,C100389,u1277,27/07/2019 07:48,delivery
V8262981,C100186,#281,2022/09/07 05:35,move-out
V6150701,C101240,u1091,27/02/2023 10:35,delivery
V8893737,C101580,U1211,13/03/2020 22:29,payment
V9813359,C100218,#22,20190204T082800,delivery
V2416962,C100335,U1478,28-Jan-2022 04:22AM,delivery
V3924231,C101164,U1470,29/10/2021 09:30,access
V5701990,C101449,#31,09-Jul-2018 02:52PM,inspection
V1326508,C100135,u1218,04-Dec-22023 06:21AM,delivery
V5739110,C100486,U1377,2024-02-18 13:45:00,inspection
V6494430,C101509,#430,2018/08/17 08:50,inquiry
V0981544,C100587,Unit 479,2019-03-06 22:18:00,payment
V5676328,C100187,U1002,08/04/2020 02:27,payment
V1671131,C100377,#375,2021-07-16 05:37:00,access
V0827100,C101678,U1116,2023/03/23 12:01,access
V2623380,C101449,#141,19/10/2021 16:58,move-out
V5028945,C101120,#164,20240818T152300,access
V6516429,C102156,Unit 270,2026/01/22 08:23,inquiry
V1639244,C100459,U1349,08-Apr-2023 02:50AM,move-out
V9642037,C101136,U1173,2021-12-22 11:52:00,inquiry
V5672134,C102048,u1329,16-Jun-2025 03:35PM,delivery
V9520691,C100551,u1237,2024/04/26 01:04,delivery
V6363941,C100451,U1001,2018-07-30 05:46:00,access
V8298679,C102146,U1169,24-Jul-2024 01:50PM,inspection
V5846908,C100672,#437,31-Jul-2025 06:17AM,payment
V8941104,C101749,u1202,20180602T104900,access
V7432828,C100117,#66,2025-11-20 03:39:00,inspection
V2524735,C101870,Unit 114,20230723T073000,pickup
V1965304,C101889,399A,07/02/2018 04:50,inquiry
V3316363,C101590,U1052,28/10/2018 02:24,move-out
V3660078,C100990,Unit 496,2022/02/21 06:00,access
V9389520,C100418,Unit 395,04/01/2025 04:39,delivery
V2933949,C101068,145A,2023/08/06 20:51,inquiry
V4897239,C100973,u1218,22/07/2019 06:45,move-out
V2675350,C101679,u1119,07/07/2019 02:55,delivery
V2978675,C100288,411A,17/01/2019 20:41,inquiry
V7237900,C100059,#331,18-Jul-2022 11:09AM,access
V5254149,C100671,#227,07/08/2025 10:30,move-out
V4144355,C101649,#296,2020-05-30 06:54:00,delivery
V3148151,C100634,#31,24/03/2023 22:07,pickup
V0522637,C100015,Unit 220,17/08/2023 14:50,move-out
V7306220,C100885,Unit 496,16/11/2019 05:38,inquiry
V0170819,C101350,Unit 230,22-Nov-2023 06:18PM,inquiry
V9685524,C100476,u1329,2019-05-09 09:03:00,delivery
V4872321,C101574,#334,05-Nov-2020 06:25PM,access
V9494615,C100653,257A,2022-08-13 20:39:00,move-out
V0612146,C100473,U1118,15/01/2018 19:13,access
V2975770,C100966,u1495,15/10/2018 00:38,delivery
V7749666,C101283,U1497,20220501T002000,pickup
V4791748,C102088,U1499,2021/08/14 16:07,access
V8231193,C100113,332A,20191126T030600,access
V9081434,C102104,427A,2025/10/05 12:08,access
V5922682,C100508,#494,27/03/2024 15:53,move-out
V0218759,C101065,u1160,2024/09/30 09:14,move-out
V2414257,C101485,338A,08-Apr-2022 02:54AM,payment
V8445592,C101981,71A,04-May-2018 09:11PM,delivery
V2421401,C100625,U1393,2025/01/25 03:11,inquiry
V5831184,C101677,U1002,26-Jan-2020 10:58PM,access
V8987272,C101877,U1040,2018-08-11 13:48:00,access
V3390888,C101624,Unit 498,2019-05-06 04:18:00,pickup
V7517880,C100078,U1116,30-Apr-2022 06:43AM,inspection
V9021611,C101349,U1134,20200814T012500,inquiry
V0952893,C100629,u1026,09-Mar-2021 05:54AM,access
V4926990,C100754,#419,02/06/2019 01:02,access
V2812213,C100206,#93,20250128T191600,inspection
V7231187,C100728,U1371,20201116T205800,pickup
V1855544,C100456,u1372,2018-09-23 18:26:00,pickup
V7803333,C101162,382A,20181102T104400,inspection
V9253404,C100751,#481,20230314T014300,inspection
V8527118,C101412,Unit 275,2021-12-05 02:51:00,payment
V9414856,C100877,Unit 261,2018/04/26 15:41,move-out
V2856284,C102166,Unit 171,21-Oct-2023 05:27AM,inquiry
V6176943,C101766,Unit 297,2021/04/14 11:52,pickup
V7771724,C100177,#141,2020-09-09 03:15:00,move-out
V3838708,C101020,112A,20221113T110400,payment
V8209989,C101272,U1118,22/05/2024 02:26,inquiry
V3061254,C101664,Unit 73,30-Apr-2019 01:23AM,delivery
V1296331,C101494,Unit 381,2023-06-26 16:25:00,delivery
V4276491,C100613,#249,20230222T021600,payment
V0845021,C100326,#127,2021/03/26 22:42,inspection
V2049102,C101039,U1064,16-Aug-2024 03:25PM,pickup
V1656418,C100838,#12,19-May-2024 09:00PM,payment
V0919201,C100592,Unit 255,2019/01/05 17:39,payment
V3322763,C101171,263A,20250306T100200,move-out
V9593793,C101362,U1376,2020/11/30 14:48,payment
V0934583,C101364,#43,06-Mar-2019 07:13AM,move-out
V3327285,C101616,u1218,20250511T023200,inquiry
V9237760,C101356,Unit 8,2021-02-26 20:52:00,move-out
V9857013,C101652,U1036,20240223T171400,inspection
V4498824,C100070,Unit 49,16-Apr-2025 03:08AM,pickup
V6257851,C101022,u1014,2024/04/02 13:52,move-out
V1852660,C102103,344A,31-Aug-2020 03:43AM,access
V7132858,C101275,98A,20220812T142400,move-out
V9583093,C101785,U1377,25/01/2019 11:27,delivery
V8021932,C100264,Unit 8,2018/03/03 08:53,move-out
V1788279,C101187,257A,25/05/2020 12:47,payment
V0685423,C100767,u1113,20240220T100900,inquiry
V9746284,C101546,Unit 171,2020-01-01 23:29:00,move-out
V5540254,C101669,Unit 143,2022-06-12 13:34:00,pickup
V8131690,C100236,U1095,2018-12-29 17:18:00,delivery
V2054353,C101452,Unit 460,26/05/2022 13:21,inspection
V7860125,C102155,u1181,25-Apr-2019 08:06AM,pickup
V4262694,C101984,298A,2026-03-18 15:10:00,inspection
V4321716,C100584,U1025,06/04/2022 12:34,access
V7296586,C101418,#159,2021-07-03 23:42:00,inspection
V6342527,C100229,u1312,02/09/2018 13:04,access
V7583761,C102115,Unit 62,2023/01/29 05:45,access
V5420143,C100366,Unit 255,20230323T034600,pickup
V5620670,C101173,U1487,2025-07-16 01:55:00,pickup
V9652068,C101705,u1078,20240221T133800,access
V9100163,C101703,U1065,20220811T004700,move-out
V3493856,C100524,U1393,2020-05-15 14:54:00,delivery
V8437526,C101006,u1409,2022-07-16 17:40:00,pickup
V0087166,C101419,Unit 316,28-Jan-2020 06:23PM,inspection
V4818101,C100924,77A,2020/03/30 11:40,move-out
V1319954,C101518,U1324,2024/05/27 18:33,payment
V6705078,C101882,Unit 275,24-Nov-2024 02:27PM,payment
V5439304,C100205,u1156,20180127T222300,inspection
V5936429,C101849,U1361,28/09/2025 16:47,delivery
V6336038,C102118,Unit 362,21-Oct-2019 11:43AM,move-out
V1689557,C101729,Unit 261,20220125T235200,move-out
V5551336,C101501,u1237,04/03/2025 13:20,pickup
V4528162,C101106,Unit 38,2021/02/18 16:17,payment
V3414634,C101482,#477,27/10/2022 22:42,pickup
V5642966,C101917,#90,20180412T182000,payment
V1385670,C101796,Unit 191,20221215T152800,access
V7589886,C101124,U1153,2020-12-03 19:00:00,move-out
V9993502,C100507,Unit 62,20190828T104800,access
V8311303,C102194,Unit 68,2021/12/10 12:56,payment
V7750532,C102157,28A,09-Jan-2022 10:25AM,inquiry
V8211678,C100824,U1306,13/05/2025 07:35,pickup
V0338913,C100482,#322,01/08/2025 21:23,pickup
V7376764,C101402,u1154,2018-12-30 09:12:00,move-out
V8488454,C101124,U1458,30-Apr-2022 02:18PM,pickup
V4746669,C101345,#70,2021/03/15 16:58,move-out
V2990442,C101997,#279,29-Mar-2025 08:29AM,access
V2497578,C100674,Unit 390,2023-09-13 09:45:00,pickup
V9435446,C100050,u1366,25/07/2024 09:01,pickup
V4980821,C100561,U1149,20/07/2025 08:13,access
V8591609,C100013,U1033,20220525T070300,inquiry
V1416757,C101509,u1091,20190702T000200,inspection
V5330945,C101923,#287,25-May-2019 05:10AM,payment
V8899018,C100702,Unit 491,20-Jul-2025 01:40PM,inspection
V2271353,C102147,#331,2025/05/28 09:56,payment
V2783243,C101325,U1349,28/02/2026 22:47,delivery
V8637540,C100421,U1339,14/01/2025 21:17,access
V4260373,C100587,U1208,2019-08-17 14:45:00,delivery
V1770497,C101066,u1060,31-Aug-2022 07:44PM,pickup
V9239515,C102121,Unit 373,2020-06-01 15:59:00,move-out
V5295512,C101946,#72,2018-01-29 08:14:00,delivery
V6938596,C102128,126A,01-May-2023 09:24AM,pickup
V2667540,C101453,#485,2020/11/04 01:11,delivery
V4571686,C100843,Unit 59,2020/05/19 03:46,inquiry
V9369718,C101293,#379,23-Sep-2022 10:01PM,delivery
V5488671,C100133,#375,2020-10-28 12:31:00,move-out
V3893153,C100239,u1400,27-Dec-2024 02:07AM,inquiry
V1194025,C101098,#473,20250818T185400,access
V2811293,C100525,369A,19-Aug-2020 06:48PM,access
V8188280,C100064,u1078,2019-08-21 19:03:00,inquiry
V7434543,C100007,u1044,2023-10-21 06:18:00,inspection
V2784949,C101217,#417,20260210T090400,access
V5528328,C100442,U1426,2019/01/18 19:53,pickup
V3891894,C101028,U1487,20211101T060500,pickup
V4745223,C101764,#419,20190101T135100,inquiry
V7057276,C101284,289A,20240314T093500,payment
V9543721,C100929,u1421,20190308T140500,inquiry
V2967818,C100797,#12,10-Dec-2023 07:50PM,delivery
V4109341,C100417,U1180,20230702T171500,access
V5981455,C101227,Unit 62,2022-12-27 13:35:00,delivery
V6185165,C100752,Unit 316,2020-01-22 13:35:00,access
V3087922,C100229,u1174,29-Dec-2024 10:24AM,delivery
V7812424,C101089,Unit 316,20241228T214300,delivery
V2111059,C100234,Unit 163,20220906T052500,inquiry
V3198896,C101366,#152,05-Mar-2020 02:34PM,delivery
V5869169,C102054,Unit 390,20200203T170500,inquiry
V6556106,C100355,Unit 171,12/08/2023 08:48,inquiry
V1592994,C100633,Unit 436,20250305T060000,pickup
V8128250,C100237,U1264,18-Aug-2018 07:35PM,access
V7688286,C101893,464A,06/09/2024 10:39,access
V2402757,C101866,#254,20180824T155700,delivery
V5873203,C100770,#477,2025/03/09 07:41,access
V4136475,C101482,133A,04-Sep-2023 02:32PM,payment
V0006997,C101755,274A,2026/01/19 21:02,move-out
V9954068,C101037,332A,2019-12-20 07:53:00,payment
V5854054,C102133,Unit 286,04-Dec-2020 03:23AM,move-out
V8515948,C101145,39A,2018/05/26 18:03,payment
V9973316,C100363,#22,27/07/2024 13:51,pickup
V0530145,C101240,Unit 151,20180504T184200,access
V5052939,C100597,#488,2019-05-23 05:10:00,inquiry
V7765428,C100809,#388,20240605T065900,access
V2971370,C100183,229A,29/01/2021 09:52,access
V7006305,C100866,u1130,27/09/2024 13:36,delivery
V5625063,C102147,396A - ,2025-08-26 23:46:00,payment
V8467373,C101550,Unit 51,2024-10-01 13:45:00,delivery
V2690827,C101103,U1458,07/01/2022 22:54,inspection
V6070758,C101455,u1454,14/11/2019 14:16,move-out
V2560990,C100399,u1405,19-Feb-2023 09:22PM,access
V7704223,C101092,Unit 111,25-Nov-2020 05:57AM,access
V9509183,C101032,Unit 313,2024/03/11 20:27,inspection
